ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,Label
9.67,1.02,0.63,0.19,-0.03,0.07,9.45,-0.23,-3.35,0.13,-0.01,-0.01,idle
10.21,-1.38,0.45,0.03,0.14,0.02,9.84,-1.83,-0.33,-0.37,0.12,0.14,idle
9.36,-0.84,3.72,-0.11,0.03,-0.01,9.57,-3.00,-0.32,0.08,-0.07,0.02,idle
9.99,-1.61,1.03,-0.08,0.03,-0.01,9.80,-0.56,-0.71,0.06,-0.06,0.04,idle
10.09,0.18,-1.55,-2.08,0.22,0.09,9.81,0.35,-0.37,-1.08,0.03,0.44,idle
9.67,-1.60,1.03,-0.35,0.13,0.07,9.96,-1.06,-0.42,-0.16,-0.04,-0.01,idle
9.79,2.85,-1.25,0.02,0.14,0.01,9.56,-2.13,-0.04,0.10,-0.00,0.01,idle
10.05,0.55,1.13,0.05,0.00,-0.12,9.40,-2.98,0.37,0.34,-0.07,0.12,idle
9.49,-0.31,-2.50,0.26,0.88,0.37,9.62,-2.46,-0.50,0.17,-0.09,-0.25,idle
10.25,-0.75,-0.36,-0.17,0.02,-0.01,9.45,-3.23,-1.12,0.03,-0.02,0.07,idle
9.05,0.25,1.07,-0.77,0.37,-0.16,9.25,-1.61,-4.04,-1.51,0.63,0.94,idle
10.35,-0.32,0.26,-0.09,0.04,0.06,10.58,0.54,-0.51,-0.10,0.01,-0.04,idle
9.29,-0.98,3.63,-0.09,0.03,0.00,9.48,-3.07,-0.46,0.05,-0.06,0.01,idle
10.40,-0.60,-0.38,-0.13,0.07,0.03,9.96,-1.29,-0.11,0.06,-0.04,-0.03,idle
10.12,0.03,0.85,-0.73,0.13,0.15,10.20,2.70,-0.52,-0.02,0.16,-0.17,idle
10.05,-1.13,0.29,-1.35,-0.07,-0.13,9.93,-0.38,-0.90,-0.65,-0.02,0.22,idle
9.89,-1.41,0.82,-0.18,0.16,-0.06,9.72,-1.42,-0.78,0.08,-0.06,0.02,idle
10.18,-0.09,0.93,-0.10,0.02,-0.00,9.28,-3.56,-0.41,0.05,-0.09,0.09,idle
10.03,0.80,0.91,-0.18,0.01,-0.01,9.24,-3.83,0.01,0.06,-0.07,0.01,idle
10.30,-2.26,1.32,-0.02,0.18,0.12,8.43,-2.34,4.40,0.26,-0.48,-0.01,idle
10.55,-0.94,-0.01,-0.09,0.08,0.01,1.90,-9.80,-1.87,0.01,-0.07,0.02,idle
10.30,0.08,-0.62,-0.13,0.12,-0.01,9.93,-1.34,-0.78,0.54,-0.10,-0.05,idle
9.35,-0.83,3.81,-0.01,0.03,-0.01,9.56,-3.11,-0.72,0.02,-0.05,0.01,idle
8.59,-1.22,4.01,-0.05,0.51,0.07,9.91,-1.89,-0.64,0.17,-0.04,-0.14,idle
9.75,1.96,0.15,-0.72,-0.03,-0.27,9.17,-1.40,-2.09,-0.39,0.03,0.17,idle
9.42,3.68,0.06,-0.15,0.07,0.01,9.67,-1.52,0.63,0.08,-0.06,-0.03,idle
8.60,-0.46,4.32,0.01,0.06,-0.03,8.88,-4.42,-2.43,-0.46,0.27,-0.26,idle
10.13,-0.91,1.30,0.06,0.07,0.21,8.82,-1.12,4.38,-0.16,0.14,0.11,idle
9.99,-0.98,0.16,-0.18,-0.11,-0.07,9.83,-1.21,-1.06,-0.08,-0.03,0.14,idle
10.78,-1.10,1.43,-0.11,0.06,0.00,8.68,-2.01,4.15,-0.25,-0.03,0.04,idle
10.07,0.01,0.91,-0.16,0.01,0.02,9.39,-3.61,-0.52,-0.02,-0.06,-0.05,idle
9.92,-0.53,0.79,0.05,0.22,0.09,9.63,0.40,-0.44,0.22,-0.10,-0.16,idle
10.86,0.36,0.64,-0.22,-0.15,-0.11,11.00,1.55,-1.92,-0.23,-0.14,0.35,idle
10.49,1.07,1.45,-0.01,0.08,-0.14,9.73,-0.86,-3.64,-0.04,-0.22,-0.10,idle
9.25,-0.63,3.85,-0.34,0.16,-0.01,9.92,-2.29,-0.90,-0.15,0.13,0.02,idle
10.00,-1.26,0.93,-1.44,-0.21,-0.29,10.04,0.69,-0.56,-1.23,0.20,0.67,idle
10.22,-0.36,0.58,-0.36,-0.06,0.35,9.59,-3.99,-0.09,0.01,-0.11,-0.08,idle
10.14,-0.13,-0.02,0.12,0.02,-0.03,9.73,0.28,-2.03,0.34,-0.11,-0.00,idle
10.30,0.03,-1.34,-0.40,-0.22,-0.01,9.73,-2.20,0.87,-0.01,-0.03,0.11,idle
9.75,0.68,-4.87,-0.05,0.17,0.05,9.73,-3.27,-0.55,-0.00,-0.07,-0.04,idle
10.39,-0.93,-0.57,-0.26,-0.01,-0.06,10.10,-0.92,-0.73,-0.41,-0.03,0.17,idle
10.08,-1.21,-0.09,0.49,-0.07,-0.01,9.95,-0.44,-1.55,0.60,-0.20,-0.07,idle
9.92,-1.12,0.31,-1.08,0.11,-0.10,9.98,-0.40,-1.17,-0.52,-0.04,0.28,idle
10.12,0.50,0.11,-0.06,0.04,0.01,9.29,-3.21,-1.38,0.06,-0.07,-0.01,idle
9.60,0.31,4.01,-0.33,0.27,0.14,10.99,-3.95,-0.34,-0.21,-0.16,-1.22,idle
9.98,-2.08,0.56,-0.05,-0.01,0.09,9.82,-2.21,0.05,0.46,-0.16,-0.07,idle
9.43,3.45,-1.30,-0.10,0.05,-0.09,9.87,-2.17,0.12,-0.09,-0.04,0.08,idle
10.30,-0.47,0.19,-0.41,0.02,-0.08,9.78,-4.09,-0.68,0.61,0.00,0.74,idle
10.07,0.35,-2.98,-0.10,0.52,0.06,9.94,-1.28,-0.73,0.18,-0.09,0.01,idle
9.21,-0.51,3.88,-0.07,0.03,-0.01,8.91,-4.07,-2.37,0.25,-0.02,0.01,idle
10.13,-1.93,1.21,-0.15,0.03,0.21,10.26,-2.13,-1.20,-0.85,0.26,0.15,idle
10.14,-0.42,1.34,-0.11,-0.02,-0.00,9.91,-2.35,-0.51,0.16,-0.04,0.02,idle
9.38,-0.16,-3.48,-0.08,-0.48,-0.02,9.98,-9.08,1.70,-1.11,-0.46,0.47,idle
10.30,-0.47,-0.43,-0.06,0.18,-0.02,9.95,-1.27,-0.82,0.14,-0.15,0.06,idle
10.05,-1.03,0.06,-0.10,0.27,0.02,9.69,-2.01,-0.39,0.08,-0.05,-0.06,idle
4.32,-1.02,8.68,-0.10,0.03,0.00,7.18,-6.79,-2.05,0.04,-0.07,0.01,idle
9.98,0.91,0.81,0.08,0.14,-0.18,9.77,-1.75,-3.22,-0.39,-0.14,0.17,idle
9.01,-0.41,4.64,-0.37,0.11,0.05,9.79,-3.27,-1.90,0.96,-0.08,0.12,idle
10.27,-1.63,-0.21,-0.84,-0.21,0.08,9.44,-2.73,0.64,-0.12,0.13,0.59,idle
10.17,-0.26,-0.10,1.10,0.05,0.29,9.11,-3.95,-1.04,1.06,-0.58,-0.27,idle
9.65,-0.62,3.84,-0.05,-0.10,-0.03,8.06,0.83,-6.55,-0.66,-0.12,-0.08,idle
8.32,-1.24,4.95,-0.15,0.00,-0.05,10.24,-0.90,-1.09,-0.25,-0.09,-0.08,idle
9.83,0.18,1.14,0.10,-0.01,-0.03,9.03,-3.63,-1.91,-3.74,0.14,0.32,idle
10.14,-0.99,0.30,1.07,-0.19,0.08,10.06,-0.28,-1.35,0.82,-0.11,-0.29,idle
10.32,-1.28,1.61,0.74,0.50,0.29,9.38,-0.62,-2.79,-0.08,-0.09,-0.04,idle
9.53,-2.44,1.78,-1.20,-0.36,-0.44,9.67,-1.58,-0.82,-1.33,0.01,0.67,idle
9.92,-0.52,-1.41,-0.25,-0.41,-0.04,9.67,-2.19,0.64,0.03,-0.04,0.00,idle
10.41,-0.94,0.33,-0.19,0.07,0.00,9.39,-2.56,-0.74,0.00,-0.03,-0.00,idle
10.17,-0.82,0.36,0.00,0.05,-0.09,9.57,-2.37,0.22,-0.07,0.00,0.01,idle
10.35,-0.58,-0.91,0.02,-0.06,-0.02,9.73,-1.42,-0.62,-0.05,-0.06,-0.02,idle
10.01,-1.56,-0.56,-1.39,0.17,0.00,9.60,-0.75,-1.81,-0.85,0.00,0.24,idle
10.16,-0.77,-0.46,-0.02,0.04,0.00,9.32,-3.53,-0.64,-0.01,-0.05,0.03,idle
10.04,-0.07,1.61,-1.15,0.22,-0.13,9.06,-3.27,-0.59,0.63,-0.65,0.58,idle
10.19,-1.12,-0.11,-0.08,0.04,-0.00,9.87,-0.35,-1.38,0.12,-0.08,0.01,idle
9.54,3.62,-0.18,-0.16,0.03,0.04,9.97,-1.13,0.82,0.17,-0.04,-0.07,idle
9.92,-1.69,1.11,-0.87,0.03,-0.31,9.69,-5.19,-0.71,-0.68,-0.19,0.37,idle
9.90,0.41,1.47,0.58,-0.06,0.16,9.75,-0.51,-2.23,1.26,-0.01,-0.00,idle
9.00,-0.89,4.24,-0.11,0.04,-0.02,9.11,-3.80,-1.83,0.13,-0.06,0.02,idle
9.90,-1.56,1.12,-0.43,-0.13,-0.08,9.39,0.22,-2.86,-1.20,0.18,-0.03,idle
10.17,0.99,-0.17,-0.25,-0.04,-0.07,9.63,0.08,-3.19,-0.15,0.02,-0.08,idle
10.16,-1.20,0.46,-0.20,-0.02,0.02,9.80,-1.30,-1.22,-0.07,-0.09,-0.01,idle
9.39,-1.68,0.36,-1.90,0.70,0.24,9.81,-1.12,0.89,-2.52,0.77,1.85,idle
10.09,-0.55,-0.83,1.21,-0.02,-0.04,9.72,-3.24,-0.63,0.89,-0.18,-0.23,idle
10.04,-0.26,1.15,-0.04,0.02,-0.01,9.28,-3.19,-0.49,0.24,-0.09,0.02,idle
9.07,-0.14,-2.56,-0.18,-0.29,-0.03,9.20,0.12,0.56,0.40,-0.36,-0.23,idle
9.21,-0.85,-0.21,-0.13,0.71,0.14,9.61,-2.23,-0.72,-0.22,-0.09,-0.25,idle
10.18,-0.86,-0.74,-0.13,-0.01,-0.02,9.28,-3.97,-1.07,0.00,-0.05,0.08,idle
8.73,-1.03,4.13,-0.19,-0.04,-0.05,9.67,-0.56,-0.62,0.34,-0.09,0.00,idle
10.13,-0.46,0.61,-0.23,0.13,0.09,9.78,0.77,0.02,-0.18,0.05,-0.24,idle
9.42,-0.57,3.62,-0.13,0.03,-0.03,9.52,-2.78,-0.32,0.18,-0.14,0.01,idle
9.82,-0.01,1.33,-0.80,-0.25,-0.30,9.62,0.30,-3.17,-0.41,0.14,0.08,idle
10.81,-1.00,-0.76,-0.10,0.18,0.03,10.12,-3.89,-0.93,0.05,-0.10,-0.24,idle
9.33,-0.53,1.37,-0.78,0.10,0.02,8.61,-2.45,-1.53,-0.33,0.02,0.50,idle
9.65,-0.73,1.13,0.01,-0.05,-0.18,11.14,-3.32,0.58,-0.07,0.08,1.26,idle
8.74,-0.37,3.31,0.04,-0.01,-0.04,8.82,-3.17,-1.01,0.27,-0.19,-0.33,idle
10.77,-0.94,-0.86,-0.12,-0.01,-0.01,9.41,-4.29,-0.64,-0.02,-0.07,0.07,idle
4.45,-1.47,8.60,-0.10,0.00,-0.06,6.99,-6.15,-1.98,-0.04,0.02,0.10,idle
9.99,-0.48,-0.80,-0.15,-0.05,-0.07,9.75,-1.54,-0.77,0.11,-0.07,-0.04,idle
10.17,-0.63,-0.23,-0.09,0.04,-0.00,1.83,-9.70,-1.78,0.02,-0.07,0.01,idle
9.63,-3.23,1.08,0.11,0.04,0.29,9.66,-0.83,-0.65,0.22,-0.08,-0.04,idle
10.22,0.18,-0.28,-0.91,0.18,0.13,9.02,-0.91,-1.77,-0.41,0.04,0.22,idle
10.02,-0.05,0.05,0.03,-0.10,0.01,9.78,-2.15,0.63,0.15,-0.05,-0.05,idle
9.29,-0.89,3.68,-0.15,0.04,-0.02,9.44,-3.05,-0.65,0.03,-0.04,0.03,idle
10.47,-1.41,-0.17,0.23,0.22,-0.04,9.91,-1.30,-0.57,0.30,-0.07,-0.03,idle
10.17,-0.39,-0.64,-0.14,-0.24,-0.05,9.59,-1.36,-0.05,0.04,-0.02,0.02,idle
4.94,-1.11,7.91,-0.42,-0.82,-0.01,8.32,-5.68,-1.88,0.12,0.08,-0.96,idle
9.69,-4.06,0.47,-1.31,0.20,-0.02,9.02,1.71,0.83,-1.75,-0.36,0.63,idle
10.02,0.42,1.13,-0.01,0.08,-0.31,9.50,-3.22,-0.68,0.08,0.07,0.08,idle
10.26,-1.43,0.50,0.10,-0.04,0.06,9.42,-3.22,-0.02,-0.01,0.17,-0.06,idle
10.17,0.83,0.28,-0.29,-0.12,0.20,9.48,-1.29,0.05,-0.11,-0.12,0.22,idle
9.19,-0.23,3.96,-0.04,0.05,-0.00,8.83,-4.81,-2.98,1.69,-0.34,-0.09,idle
10.16,-0.76,-0.57,-0.07,0.05,0.00,9.75,-2.11,-0.72,0.04,-0.08,0.01,idle
12.01,-1.05,1.65,0.22,-0.19,0.34,9.77,-1.91,-1.84,0.58,-0.15,0.28,idle
9.78,0.52,-1.59,2.03,-0.10,-0.02,9.97,-0.08,-0.69,1.28,-0.14,-0.49,idle
10.09,-0.17,0.83,-0.12,0.03,0.02,9.44,-3.45,-0.45,-0.05,-0.06,-0.00,idle
10.00,-0.92,0.56,-0.29,0.23,0.05,8.75,-2.84,-1.72,0.62,0.01,-0.27,idle
9.91,-1.88,0.68,-0.19,0.16,-0.12,9.88,-1.47,-0.23,0.06,-0.12,-0.17,idle
10.02,-0.78,0.15,-0.37,0.07,0.01,9.55,-2.62,-0.74,0.44,-0.21,-0.30,idle
10.16,0.13,0.53,0.32,0.08,0.06,9.02,-3.72,-0.49,0.07,-0.10,0.03,idle
10.00,-1.12,1.05,-0.10,0.11,-0.06,9.75,-1.21,-0.54,-0.23,-0.01,-0.07,idle
9.01,-4.50,1.41,-0.28,0.05,0.15,9.92,-0.19,-0.57,0.03,-0.05,-0.02,idle
10.20,-1.30,0.68,-0.25,0.25,0.15,9.13,-5.66,-0.50,-0.33,-0.10,0.10,idle
10.05,0.60,1.19,-0.39,0.02,-0.04,9.19,-3.66,0.05,-0.23,-0.07,0.01,idle
9.90,-1.38,-0.36,1.51,-0.16,-0.07,9.58,-2.94,-1.07,0.70,-0.16,-0.16,idle
10.37,-1.18,-0.27,-0.14,-0.00,-0.04,9.85,-0.48,-1.34,0.01,-0.06,0.07,idle
10.12,-1.30,0.61,0.15,-0.01,-0.03,9.94,-1.20,-1.46,-0.08,-0.10,0.02,idle
11.06,1.97,-0.13,-0.14,-0.23,-0.34,11.84,-3.08,-0.71,-0.07,0.20,0.56,idle
10.17,-0.27,0.13,0.12,-0.02,-0.03,9.90,-2.91,0.34,0.14,-0.05,-0.02,idle
10.06,-1.16,-0.04,-0.21,-0.03,-0.01,9.79,-0.68,-1.41,0.03,-0.07,0.06,idle
10.76,-0.88,0.75,-0.17,-0.08,0.03,8.81,-2.40,3.67,-0.58,0.10,0.05,idle
9.56,-1.02,3.50,-0.08,0.09,-0.07,9.51,-4.02,-0.41,0.31,-0.11,0.08,idle
10.18,-1.50,0.08,0.07,0.24,0.07,9.89,-0.37,-1.40,-0.02,-0.07,0.06,idle
11.31,-1.36,4.34,0.09,0.55,0.22,0.91,-6.08,-6.15,0.56,0.47,-0.86,idle
10.27,-0.85,-0.69,-0.08,-0.01,-0.01,9.23,-3.69,-0.96,0.05,-0.06,0.11,idle
10.50,-0.57,-0.51,-0.24,-0.08,-0.04,9.56,-1.29,0.20,-0.10,-0.04,0.15,idle
10.11,-1.17,1.05,-0.11,0.01,-0.01,9.95,-0.68,-0.91,-0.07,0.01,0.02,idle
6.34,-1.94,7.22,0.06,0.20,0.02,7.77,-5.16,-0.71,1.05,-0.10,0.15,idle
9.63,-1.36,0.89,-0.04,0.05,0.08,9.86,-1.48,-0.52,-0.18,-0.05,0.07,idle
9.33,-0.61,3.74,-0.14,0.19,-0.00,9.33,-3.44,-1.68,0.18,-0.13,-0.01,idle
10.28,1.12,-1.53,-1.23,0.14,0.06,10.15,0.86,-0.08,-0.25,-0.04,0.12,idle
9.59,0.20,-3.76,-0.05,-0.02,-0.03,9.84,-1.69,-0.71,0.05,-0.08,0.03,idle
10.00,-0.88,0.36,-0.15,0.28,-0.00,9.78,-1.37,-0.69,0.20,-0.08,-0.02,idle
9.00,-1.60,4.73,-0.18,-0.08,-0.02,10.00,-0.56,-0.87,-0.12,-0.05,-0.01,idle
10.19,-0.95,0.34,-0.16,0.01,-0.04,9.62,-1.89,0.09,-0.13,0.05,0.08,idle
9.94,1.33,0.16,-0.18,-0.16,-0.16,8.87,-3.13,-2.98,0.19,-0.21,0.13,idle
10.16,-0.80,0.39,-0.00,0.05,-0.09,9.69,-2.57,-0.06,-0.01,0.01,0.06,idle
10.68,-0.76,-0.97,-0.22,0.60,0.17,9.60,-1.27,-1.26,-0.19,-0.06,0.16,idle
10.06,-1.78,0.64,-0.06,-0.11,-0.05,9.88,-1.37,-0.53,0.14,-0.07,0.06,idle
10.07,-0.67,0.61,-1.10,0.06,-0.14,9.73,0.74,-0.92,-0.60,-0.05,0.16,idle
9.77,2.16,-1.01,-0.38,0.13,0.66,9.78,-2.22,-0.25,-0.22,-0.15,-0.17,idle
9.96,-1.47,1.09,-0.05,0.02,-0.01,9.95,-0.67,-0.87,0.00,-0.06,-0.00,idle
10.60,-0.64,-0.18,0.18,-0.11,-0.07,10.17,-0.08,-0.44,0.45,-0.06,0.08,idle
9.86,-2.21,0.14,-0.22,0.09,0.00,9.96,-2.76,0.06,-0.16,0.19,0.75,idle
10.16,-0.65,-0.21,-0.08,0.05,-0.00,1.77,-9.71,-1.92,0.02,-0.07,0.01,idle
10.46,-2.24,-0.37,-0.27,0.18,0.11,8.84,-2.67,-0.68,0.45,-0.66,0.15,idle
10.90,-2.06,1.40,-0.70,-0.00,-0.25,10.92,-4.22,-0.61,-1.19,0.05,-0.10,idle
9.06,-0.73,0.78,-0.42,0.38,0.08,9.04,-2.21,2.42,-0.32,-0.50,0.32,idle
9.30,-0.85,3.71,-0.07,0.03,0.01,9.54,-2.97,-0.44,0.03,-0.06,0.02,idle
10.20,-0.98,-0.11,0.62,0.04,-0.06,9.81,0.12,-1.92,0.50,-0.04,-0.07,idle
9.95,-0.18,1.48,0.49,-0.11,0.04,9.96,-2.24,-2.07,0.81,-0.13,-0.17,idle
9.64,-1.41,3.74,0.02,-0.05,0.01,8.20,-6.24,-0.93,-0.13,-0.03,0.06,idle
10.23,-0.64,-0.50,-0.05,0.09,-0.01,1.89,-10.48,-1.70,-0.34,-0.14,-0.18,idle
9.81,-1.12,0.25,-0.27,-0.02,-0.05,9.13,-4.71,-0.49,0.34,-0.20,0.17,idle
9.74,-2.63,0.75,-0.82,0.22,-0.06,9.34,-1.02,-0.84,-1.15,0.06,0.32,idle
10.20,-2.08,0.26,-1.73,-0.16,-0.26,9.34,0.41,-0.95,-0.84,0.42,0.27,idle
10.30,-1.76,-0.15,-0.07,0.32,-0.14,9.75,-1.77,-0.04,-0.71,-0.20,-0.40,idle
9.52,3.47,0.33,-0.12,0.13,-0.02,9.85,-1.46,1.03,-0.07,-0.02,-0.02,idle
9.51,-3.38,0.04,0.04,-0.09,-0.73,9.68,-0.92,-0.77,0.32,-0.13,0.10,idle
10.64,-1.76,0.99,-0.50,-0.14,0.33,9.16,-4.01,-1.37,-0.04,0.25,0.12,idle
10.23,-0.93,0.35,-0.22,0.04,-0.00,10.03,-1.79,-1.67,0.34,-0.01,0.15,idle
9.49,1.06,2.02,0.17,-0.09,0.06,9.77,-1.06,-1.88,0.15,-0.18,-0.13,idle
10.10,-0.84,0.21,0.01,0.11,-0.01,9.96,-1.62,-0.72,0.09,-0.10,-0.07,idle
9.23,0.92,0.43,-0.32,0.07,-0.16,8.62,-2.13,-2.52,0.03,0.03,0.32,idle
9.24,-0.14,-3.12,-0.05,0.01,-0.04,9.47,-2.55,-0.05,0.18,-0.05,-0.04,idle
9.30,-0.86,3.71,-0.09,0.04,0.00,9.56,-2.91,-0.50,0.01,-0.05,0.02,idle
8.71,-1.60,4.33,0.30,0.17,0.01,9.76,-3.35,-1.24,-0.07,0.06,0.06,idle
11.14,-0.47,0.40,-0.91,0.06,-0.06,10.91,0.49,-2.41,-0.30,-0.04,0.42,idle
10.01,-1.29,-0.47,1.20,0.07,-0.02,9.24,-3.29,-0.63,0.71,-0.14,-0.17,idle
9.37,-1.39,2.51,-0.05,0.36,-0.00,9.96,-1.15,-0.40,-0.02,-0.03,-0.06,idle
10.13,-1.19,0.26,-0.13,-0.06,-0.04,9.83,-0.39,-1.48,0.08,-0.05,0.07,idle
10.26,-0.98,-0.02,-0.18,0.04,-0.02,9.79,-0.33,-1.57,0.02,-0.06,0.05,idle
10.22,-0.79,0.20,0.01,0.03,-0.03,9.73,-1.86,-0.28,-0.32,0.10,0.05,idle
10.12,-0.98,-0.74,-0.15,0.05,0.00,9.71,-1.88,-0.76,-0.05,-0.04,0.04,idle
11.15,-3.55,1.75,0.09,0.07,0.45,8.69,-2.94,3.68,0.11,0.32,0.26,idle
9.31,-0.83,3.73,-0.07,0.03,0.01,9.55,-2.96,-0.44,0.02,-0.08,0.00,idle
10.17,-0.61,-0.18,-0.08,0.06,0.00,1.78,-9.81,-1.94,0.09,-0.05,0.02,idle
8.34,-0.81,0.66,-0.12,0.10,0.13,8.38,-2.40,-1.52,-0.12,-0.05,-0.83,idle
10.19,-1.16,-0.03,-0.08,0.03,-0.01,9.76,-0.62,-1.25,0.04,-0.05,0.02,idle
10.15,-1.24,1.11,-0.05,0.05,0.01,9.86,-1.58,-0.53,-0.15,-0.08,0.03,idle
10.20,-0.85,-0.44,0.01,0.21,0.02,9.67,-2.18,-0.47,0.11,-0.06,-0.08,idle
9.57,0.02,0.64,0.27,0.10,0.43,10.35,-1.87,1.04,0.32,-0.07,0.05,idle
10.09,-0.70,0.47,-0.05,0.01,0.08,9.69,-1.54,-0.56,0.64,-0.10,-0.07,idle
8.31,-3.45,1.60,-1.15,0.44,0.25,10.28,2.11,1.07,0.77,0.25,0.86,idle
9.51,-3.19,-0.69,-0.04,-0.00,-0.24,9.37,-3.92,2.11,0.09,-0.48,-0.38,idle
10.00,0.01,-0.26,0.54,0.10,-0.00,9.50,1.12,-4.23,0.02,-0.25,-0.03,idle
10.12,-1.05,-0.02,-0.09,0.03,-0.01,9.88,-0.38,-1.42,0.04,-0.07,0.02,idle
9.60,1.00,-4.05,0.10,-0.06,-0.17,9.76,-3.76,-0.47,0.37,-0.19,0.11,idle
9.39,3.62,-0.01,-0.11,0.07,0.05,9.87,-1.24,0.51,0.08,-0.09,-0.05,idle
9.97,-2.42,-0.02,-0.36,0.06,0.07,9.91,-0.79,-0.33,-0.24,0.04,-0.01,idle
10.24,-1.40,-1.26,2.00,-0.30,-0.18,9.45,-0.81,-2.12,1.24,-0.23,-0.22,idle
9.97,0.56,-4.64,-0.03,0.35,0.09,9.67,-2.95,-0.58,0.12,-0.09,-0.12,idle
10.14,-1.14,-0.00,0.10,-0.02,-0.08,9.78,-0.38,-1.28,0.22,-0.14,0.02,idle
11.73,-1.55,1.39,1.01,-0.10,-0.18,11.11,1.42,-0.38,0.39,-0.56,0.21,idle
10.08,-0.59,-0.17,-0.10,0.09,-0.00,1.90,-9.99,-1.73,-0.09,-0.02,0.02,idle
10.12,-0.71,-0.32,-0.08,0.07,0.02,9.43,-2.94,-0.98,-0.02,-0.03,0.08,idle
10.28,-1.15,1.17,0.54,0.23,-0.10,9.90,-1.11,0.29,-0.21,-0.32,-0.35,idle
9.23,-0.23,3.70,-0.09,0.06,0.01,9.08,-3.57,-2.26,-0.01,-0.07,0.00,idle
10.21,-0.85,-0.16,0.11,-0.04,0.00,9.81,0.06,-2.05,0.24,-0.08,-0.01,idle
9.80,-2.35,0.84,-0.95,0.31,0.15,10.26,-0.74,-0.36,-0.42,0.04,0.54,idle
9.95,-0.25,-3.13,-0.13,-0.24,-0.08,9.89,-1.55,-0.45,0.06,-0.08,0.14,idle
10.01,-2.17,0.22,-0.31,0.10,0.12,10.05,-1.07,-1.19,-0.53,0.12,0.01,idle
10.00,-0.39,0.28,0.45,-0.04,0.18,9.33,-3.20,-1.49,0.49,-0.08,-0.05,idle
10.44,0.98,0.56,-0.33,0.39,-0.02,9.70,-0.14,-2.90,-0.24,-0.01,0.23,idle
10.08,-0.30,0.91,-0.09,0.02,-0.03,9.29,-3.50,-0.48,0.01,-0.07,0.03,idle
9.38,-0.94,3.70,-0.21,0.06,-0.04,9.56,-2.79,-0.34,-0.19,-0.04,0.06,idle
8.95,-0.77,4.33,-0.03,0.03,-0.00,9.19,-3.52,-1.90,0.09,-0.10,0.06,idle
10.29,-0.78,1.82,-1.28,-0.10,-0.36,10.04,1.06,-3.23,-0.76,0.12,0.28,idle
10.57,-0.46,-0.36,-0.12,0.31,0.04,9.99,-0.60,0.07,0.28,-0.15,0.04,idle
9.10,0.86,0.49,0.09,-0.17,0.07,8.95,-4.95,-0.59,0.84,-0.11,0.08,idle
10.21,0.69,0.04,0.52,-0.02,0.09,9.68,-0.16,-2.98,0.71,-0.16,-0.15,idle
9.09,-1.26,4.38,0.12,-0.16,-0.13,9.84,-1.57,-2.62,-0.21,-0.06,-0.18,idle
8.45,-1.22,4.90,-0.06,0.10,0.01,9.76,-0.40,-1.05,-0.10,-0.06,0.03,idle
10.19,-1.12,-0.26,0.47,-0.10,-0.02,9.81,-0.37,-1.78,0.09,-0.12,-0.11,idle
10.29,-0.96,-0.49,-1.46,0.30,-0.10,9.80,-1.37,-0.90,-0.54,0.08,0.19,idle
10.16,-0.93,-0.74,-0.09,0.03,-0.02,9.71,-2.00,-0.65,0.01,-0.07,0.05,idle
10.93,-1.57,3.17,-0.05,-0.20,0.43,8.61,-9.57,-1.27,0.84,-0.18,0.91,idle
7.50,-2.32,1.31,0.69,0.16,0.07,7.67,-4.27,-0.29,0.44,0.07,-0.11,idle
10.04,-1.36,1.54,-0.14,0.43,0.06,9.79,-1.18,-0.40,0.04,-0.04,-0.12,idle
9.82,-0.37,0.76,0.90,-0.23,-0.01,9.35,0.24,-3.98,2.11,-0.62,-0.13,idle
10.14,0.42,0.29,0.79,-0.07,0.16,9.25,-2.01,-2.97,-0.40,-0.19,-0.03,idle
9.95,-1.53,1.13,-0.09,0.03,-0.01,9.93,-0.70,-0.87,-0.04,-0.05,0.02,idle
10.36,-2.69,1.19,-0.79,0.11,-0.28,7.76,-8.88,-9.27,-6.27,-0.51,0.46,idle
9.74,-0.23,-0.49,-0.65,0.09,-0.08,9.50,-1.18,-0.79,-0.52,-0.07,0.45,idle
10.12,-0.96,-0.47,-0.12,-0.02,-0.04,9.83,-1.63,-0.76,0.02,-0.01,0.09,idle
9.54,1.29,1.85,0.11,-0.06,-0.14,9.82,-1.24,-1.83,0.27,-0.28,-0.08,idle
10.02,-0.51,-0.39,-0.06,0.03,0.03,2.29,-10.75,-1.62,0.27,-0.11,-0.06,idle
10.09,0.84,-0.53,-0.50,0.00,-0.14,9.49,1.03,-2.86,-0.06,0.17,-0.04,idle
10.14,-1.52,-0.02,0.09,-0.01,-0.05,9.76,-0.34,-1.23,0.15,-0.21,-0.05,idle
9.30,-2.25,0.38,0.17,0.13,0.72,10.28,-1.29,0.26,0.20,-0.01,-0.09,idle
10.58,-1.50,-0.07,-0.44,0.33,0.12,11.11,-1.97,0.55,0.37,-0.05,1.30,idle
10.15,0.85,0.83,-0.07,0.03,0.01,9.39,-3.62,0.06,-0.00,-0.07,0.03,idle
10.79,-1.37,-1.40,0.43,-0.32,-0.79,10.23,-0.02,-0.40,0.06,-0.02,0.09,idle
7.79,4.73,0.94,-0.40,-0.18,-0.01,9.25,-0.56,-0.23,0.09,0.03,0.01,idle
11.01,-0.03,1.52,-0.62,0.05,-0.05,6.87,1.82,-9.16,-4.49,-1.09,0.61,idle
